"","USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus"
"110",543,1993,"Male","$100,001 - $150,000","Single (w/kids)","Associate's Degree","Yes","Yes","No","No","No","Yes","Public","No","No","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","No","No","No","A.M.","Yes","End","Yes","No","Me","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","No","Yes","Yes","Demanding","No","PC","Yes","Cautious","No","Yes!","Yes","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","$100,001 - $150,000","Male","Associate's Degree","Single (w/kids)"
"111",549,1992,"Male","","Single (no kids)","Current Undergraduate","No","No","No","No","No","Yes","Public","No","Yes","Yes","No","Yes","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","Rent","Pessimist","","No","No","No","No","Nope","Yes","No","No","No","No","Yes","Yes","No","No","Yes","under $25,000","Male","Current Undergraduate","Single (no kids)"
"112",553,1978,"Female","$100,001 - $150,000","Married (w/kids)","","","","","No","","No","Private","No","Yes","No","","","","","","","","Yes","","","Giving","No","No","","No","No","","","","Happy","Yes","Yes","","","P.M.","Yes","","Yes","","","","No","Yes","No","No","","No","","Tunes","People","Yes","Yes","","","Yes","Supportive","","","","","No","Umm...","","Socialize","No","","","","Yes","","Yay people!","","No","","No","Yes","Yes","","","","No","No","","Own","Optimist","Mom","","","","","","Yes","","","Yes","","","Yes","","Yes","","$100,001 - $150,000","Female","Current Undergraduate","Married (w/kids)"
"113",556,1994,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","No","Yes","No","No","No","No","Public","No","No","Yes","No","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Receiving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Right","No","No","No","No","P.M.","Yes","End","Yes","No","Me","Yes","No","No","No","No","Mysterious","No","Yes","Tunes","People","No","No","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","No","Yes","No","No","Yes","No","Own","Optimist","Mom","No","Yes","Yes","No","Nope","No","No","No","Yes","No","No","Only-child","No","No","Yes","$50,000 - $74,999","Female","Current K-12","Single (no kids)"
"114",558,1963,"Female","$75,000 - $100,000","Single (no kids)","Master's Degree","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","No","No","No","Yes","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","","No","Circumstances","No","No","Yes","Yes","Yes","Mysterious","No","Yes","Talk","People","No","No","No","No","Yes","Supportive","No","PC","No","Cautious","Yes","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Own","Optimist","","No","Yes","No","Yes","Check!","Yes","Yes","No","Yes","","No","Yes","No","Yes","Yes","$75,000 - $100,000","Female","Master's Degree","Single (no kids)"
"115",562,1992,"Female","","Single (no kids)","Current Undergraduate","","","","","","","","","","","No","Yes","Yes","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","","","","","","","","","","","","","","","","","","","No","No","No","No","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","","","","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","","","Pessimist","Dad","No","No","","No","Check!","No","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","under $25,000","Female","Current Undergraduate","Single (no kids)"
"116",563,1992,"Female","$75,000 - $100,000","Single (no kids)","Associate's Degree","No","No","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","No","P.M.","","End","No","No","Me","Yes","Yes","Yes","No","","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","PC","No","Cautious","No","Yes!","Yes","Socialize","No","In-person","No","Yes","No","Yes","Grrr people","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","Own","Pessimist","Mom","No","Yes","No","No","Nope","No","No","No","Yes","No","No","Yes","No","No","No","$75,000 - $100,000","Female","Associate's Degree","Single (no kids)"
"117",565,1973,"Male","$25,001 - $50,000","Married (w/kids)","Associate's Degree","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","No","No","No","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Right","Yes","No","Yes","No","P.M.","No","Start","Yes","Yes","Circumstances","Yes","No","No","Yes","Yes","Mysterious","Yes","No","Talk","People","No","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","No","Yes","Yay people!","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Rent","Optimist","Mom","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","$25,001 - $50,000","Male","Associate's Degree","Married (w/kids)"
"118",567,1987,"Female","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","","","","","","","","","","","","","Yes","","Art","Study first","No","Yes","","Yes","Giving","Yes","Yes","","No","No","Cool headed","Standard hours","","Happy","Yes","","","","","Yes","","Yes","No","","No","No","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","Yes","","Yes","","","","No","","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","No","","","No","","Yes","Yes","No","","","","","Rent","","","","","","","","","","Yes","Yes","","","","","","No","$75,000 - $100,000","Female","Bachelor's Degree","Married (no kids)"
"119",571,1999,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Yes","Yes","No","No","Yes","Yes","Private","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","Yes","Idealist","No","No","Hot headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","Yes","Mysterious","No","Yes","Tunes","People","Yes","No","No","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","$100,001 - $150,000","Male","Current K-12","Single (no kids)"
"120",572,1950,"Male","$75,000 - $100,000","Single (no kids)","Doctoral Degree","Yes","Yes","No","Yes","Yes","No","Private","No","Yes","No","No","No","Yes","Yes","Art","Study first","Yes","Yes","No","Yes","Giving","Yes","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","Yes","No","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","Yes","No","Demanding","No","Mac","No","Cautious","Yes","Umm...","No","Space","Yes","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","No","Yes","No","Yes","Yes","Yes","Only-child","No","Yes","No","$75,000 - $100,000","Male","Doctoral Degree","Single (no kids)"
"121",581,1951,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","Yes","Yes","","Yes","No","Yes","Yes","No","TMI","Yes","Yes","Talk","Technology","Yes","Yes","Yes","Yes","No","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","","","","","","","Yes","Yes","No","No","No","Yes","No","No","Own","Optimist","Mom","No","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","","","Yes","over $150,000","Male","Bachelor's Degree","Married (w/kids)"
"122",584,NA,"Male","","Single (no kids)","","","","No","Yes","No","No","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","No","No","Idealist","Yes","No","Cool headed","Standard hours","No","Right","Yes","","","","P.M.","Yes","Start","No","No","Me","Yes","No","No","Yes","Yes","Mysterious","Yes","No","Tunes","","No","No","","No","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","Yes","Online","Yes","Yes","","Yes","Grrr people","No","No","Yes","No","No","Yes","No","No","No","Yes","No","No","Rent","Optimist","Dad","No","Yes","","","","","Yes","No","Yes","Yes","No","Yes","No","No","Yes","$50,000 - $74,999","Male","Bachelor's Degree","Single (no kids)"
"123",600,1965,"Male","$25,001 - $50,000","Married (w/kids)","Master's Degree","No","Yes","No","No","No","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","Yes","No","No","No","Receiving","No","No","Idealist","Yes","Yes","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","No","End","No","Yes","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","No","Yes","Demanding","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","No","Grrr people","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Only-child","No","No","No","$25,001 - $50,000","Male","Master's Degree","Married (w/kids)"
"124",611,1976,"Female","$100,001 - $150,000","Married (no kids)","High School Diploma","","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Art","Try first","No","No","No","No","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","","","","","","","","","","","Yes","Yes","Yes","","","","","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","No","Cautious","Yes","Yes!","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","$100,001 - $150,000","Female","High School Diploma","Married (no kids)"
"125",617,1985,"Female","$25,001 - $50,000","Single (no kids)","","","","","","","","","Yes","Yes","No","No","No","Yes","Yes","Art","Study first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","No","Me","No","No","Yes","Yes","No","Mysterious","No","Yes","Talk","People","No","No","No","No","Yes","Supportive","Yes","Mac","No","Risk-friendly","Yes","Yes!","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","No","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","$25,001 - $50,000","Female","Master's Degree","Single (no kids)"
"126",635,1988,"Female","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","","","No","Yes","Yes","No","Public","Yes","Yes","No","","","Yes","","","Study first","Yes","","","No","Giving","Yes","Yes","","No","No","","","","","","","","","","","","","","","","","","","","Mysterious","No","No","Tunes","Technology","No","","Yes","Yes","Yes","","Yes","","Yes","","Yes","","No","","","In-person","Yes","","","","","","","","","","","","No","Yes","Yes","Yes","No","Own","Pessimist","","No","Yes","Yes","Yes","Nope","Yes","No","No","No","","Yes","Yes","","","Yes","$25,001 - $50,000","Female","Bachelor's Degree","Single (no kids)"
"127",642,1975,"Male","$50,000 - $74,999","Single (no kids)","Associate's Degree","","Yes","","","No","Yes","Public","No","No","Yes","Yes","No","No","Yes","Science","Try first","No","Yes","Yes","No","Giving","No","No","Pragmatist","Yes","No","Cool headed","","","","","","","","","","","","","","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","Yes","Mac","Yes","Cautious","No","","No","","","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Rent","","","","","","","","","No","Yes","Yes","","","","","","Yes","$50,000 - $74,999","Male","Associate's Degree","Single (no kids)"
"128",646,1971,"Male","$100,001 - $150,000","Married (no kids)","Master's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Circumstances","No","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Rent","Optimist","Mom","Yes","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","$100,001 - $150,000","Male","Master's Degree","Married (no kids)"
"129",648,1984,"Male","over $150,000","Single (no kids)","Doctoral Degree","","","No","","Yes","Yes","Public","","Yes","No","Yes","No","Yes","Yes","Science","","Yes","Yes","Yes","Yes","Giving","","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","No","A.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","Mysterious","","Yes","Tunes","People","","No","Yes","","Yes","Demanding","Yes","PC","Yes","","Yes","","No","Space","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","No","No","No","Yes","Yes","","No","","No","Yes","Own","Optimist","Mom","Yes","No","","Yes","Check!","No","No","No","Yes","Yes","","Yes","Yes","Yes","Yes","over $150,000","Male","Doctoral Degree","Single (no kids)"
"130",651,1969,"Female","$50,000 - $74,999","Single (no kids)","Master's Degree","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Art","Study first","No","Yes","No","No","Receiving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","Yes","Tunes","People","No","No","No","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","Yes","Yes","Yes","Yes","Grrr people","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","$50,000 - $74,999","Female","Master's Degree","Single (no kids)"
"131",659,1989,"Male","under $25,000","Single (no kids)","Master's Degree","No","No","No","No","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","Yes","No","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","No","No","No","No","No","No","Yes","No","No","No","No","No","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","under $25,000","Male","Master's Degree","Single (no kids)"
"132",661,1990,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","No","No","Yes","No","Yes","Public","","Yes","No","","Yes","","","","","","","","","","","","","","","","","No","","","Yes","No","","A.M.","Yes","Start","Yes","Yes","Circumstances","No","Yes","No","Yes","Yes","TMI","Yes","No","Tunes","People","Yes","Yes","Yes","Yes","No","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Socialize","Yes","","Yes","Yes","Yes","Yes","Yay people!","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Rent","Optimist","Mom","Yes","No","Yes","","Check!","Yes","Yes","No","Yes","","Yes","Yes","No","Yes","No","$50,000 - $74,999","Male","Bachelor's Degree","Single (no kids)"
"133",683,1981,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","No","Yes","No","Yes","Yes","No","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","No","End","No","Yes","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","Yes","Mac","Yes","Risk-friendly","No","Umm...","No","Socialize","No","Online","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Married (no kids)"
