"USER_ID","Party","Income","Gender","HouseholdStatus","EducationLevel","Q109244","Q114152","Q115611","Q118232","Q98197","Q116953","Q117193"
1549,"Democrat","$50,000 - $74,999","Female","Married (no kids)","Bachelor's Degree","","","No","Pragmatist","","No","Odd hours"
1550,"Democrat","over $150,000","Male","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","No","Yes","Standard hours"
1551,"Republican","$50,000 - $74,999","Female","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes","Odd hours"
1553,"Republican","$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Idealist","Yes","Yes","Standard hours"
1554,"Democrat","$25,001 - $50,000","Male","Married (w/kids)","","","","","","","",""
1555,"Democrat","","Male","","","No","No","No","Idealist","Yes","Yes","Odd hours"
1556,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","","","","","","","Standard hours"
1560,"Republican","$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","No","No","","","Yes","",""
1561,"Republican","$50,000 - $74,999","Male","Single (no kids)","Associate's Degree","No","No","Yes","Pragmatist","No","Yes","Odd hours"
1562,"Republican","$75,000 - $100,000","Female","Single (no kids)","Current K-12","","","","","","No","Standard hours"
1563,"Republican","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Idealist","","Yes","Odd hours"
1564,"Republican","under $25,000","Female","Single (no kids)","Current K-12","Yes","No","No","Idealist","No","No","Standard hours"
1566,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","No","No","No","Idealist","No","Yes","Standard hours"
1567,"Democrat","under $25,000","Female","Married (w/kids)","High School Diploma","","","","","No","",""
1568,"Democrat","under $25,000","Female","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","Yes","Yes","Odd hours"
1569,"Republican","","Female","Single (no kids)","Current K-12","Yes","Yes","No","Idealist","","No","Standard hours"
1570,"Democrat","$100,001 - $150,000","Female","Single (no kids)","Current Undergraduate","No","No","","Idealist","No","Yes",""
1571,"Democrat","$25,001 - $50,000","Female","Married (w/kids)","Bachelor's Degree","","No","No","","No","Yes","Standard hours"
1572,"Democrat","over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Idealist","No","Yes","Standard hours"
1573,"Republican","under $25,000","Male","Single (no kids)","High School Diploma","No","No","No","Pragmatist","No","Yes","Standard hours"
1574,"Democrat","$75,000 - $100,000","Male","Married (no kids)","Current Undergraduate","","","","Pragmatist","","Yes","Odd hours"
1575,"Republican","$25,001 - $50,000","Male","Single (no kids)","","","No","Yes","Pragmatist","No","",""
1577,"Democrat","over $150,000","Female","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Idealist","Yes","Yes","Odd hours"
1578,"Democrat","$50,000 - $74,999","Male","Single (no kids)","High School Diploma","","","Yes","","","",""
1579,"Republican","$100,001 - $150,000","Male","Domestic Partners (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","No","Standard hours"
1580,"Republican","under $25,000","Male","Single (no kids)","","","","No","","","",""
1582,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","No","No","Yes","Idealist","No","Yes","Standard hours"
1583,"Democrat","under $25,000","Male","Single (no kids)","High School Diploma","No","No","","","No","","Odd hours"
1584,"Republican","$75,000 - $100,000","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Idealist","No","Yes","Odd hours"
1585,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Current K-12","","","","","","",""
1586,"Republican","","Male","Married (no kids)","Master's Degree","No","Yes","No","Pragmatist","Yes","Yes","Odd hours"
1587,"Democrat","$50,000 - $74,999","Male","Married (no kids)","Doctoral Degree","No","Yes","","","Yes","",""
1588,"Democrat","$75,000 - $100,000","Female","Married (no kids)","Master's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
1589,"Republican","","Female","Married (w/kids)","Bachelor's Degree","No","","","","No","",""
1590,"Democrat","$75,000 - $100,000","Male","Single (no kids)","High School Diploma","No","Yes","No","","Yes","Yes","Standard hours"
1591,"Republican","","Male","","Current K-12","","","","","","",""
1593,"Republican","$100,001 - $150,000","Male","Married (w/kids)","","","","","","","",""
1595,"Democrat","$25,001 - $50,000","Male","Single (w/kids)","","No","No","Yes","Idealist","No","Yes","Standard hours"
1596,"Republican","","Male","Married (w/kids)","","No","No","Yes","Idealist","No","No","Odd hours"
1597,"Democrat","$50,000 - $74,999","Female","Married (w/kids)","Bachelor's Degree","No","Yes","No","Pragmatist","Yes","Yes","Odd hours"
1598,"Democrat","","Male","Single (no kids)","Current K-12","No","No","No","Idealist","No","Yes","Standard hours"
1599,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","No","","No","Pragmatist","No","Yes","Odd hours"
1601,"Republican","$75,000 - $100,000","Female","Married (w/kids)","Current Undergraduate","","","","Pragmatist","","",""
1602,"Republican","under $25,000","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","",""
1603,"Republican","","Female","","","Yes","Yes","No","Pragmatist","Yes","No","Odd hours"
1605,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","No","","","Pragmatist","Yes","Yes","Odd hours"
1606,"Republican","$25,001 - $50,000","Male","Married (no kids)","High School Diploma","","","Yes","","No","Yes",""
1607,"Republican","$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","No","No","Yes","Idealist","No","Yes","Odd hours"
1608,"Democrat","","Female","","Current K-12","","","","","No","",""
1609,"Republican","over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes","Standard hours"
1610,"Republican","$25,001 - $50,000","Female","Domestic Partners (no kids)","High School Diploma","No","No","","","No","","Standard hours"
1611,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Master's Degree","","No","No","Pragmatist","Yes","No","Standard hours"
1612,"Democrat","","Female","Married (w/kids)","","Yes","No","No","Idealist","No","Yes",""
1614,"Democrat","$50,000 - $74,999","Female","Married (w/kids)","Bachelor's Degree","No","No","No","","No","Yes","Odd hours"
1616,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Master's Degree","No","No","No","Idealist","No","No","Standard hours"
1622,"Democrat","$25,001 - $50,000","Male","Single (w/kids)","High School Diploma","No","No","No","Idealist","No","Yes","Odd hours"
1623,"Republican","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","No",""
1625,"Democrat","under $25,000","Male","Single (no kids)","High School Diploma","No","No","No","Pragmatist","No","Yes","Odd hours"
1626,"Democrat","$50,000 - $74,999","Female","Married (w/kids)","Master's Degree","Yes","No","","Idealist","No","Yes","Standard hours"
1627,"Democrat","","Female","Married (w/kids)","","","Yes","","Pragmatist","Yes","",""
1628,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Master's Degree","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
1631,"Republican","over $150,000","Female","Married (w/kids)","Master's Degree","Yes","No","Yes","Pragmatist","No","No","Standard hours"
1632,"Democrat","$50,000 - $74,999","Male","","Current K-12","No","","","","","Yes","Odd hours"
1633,"Republican","","Female","Married (w/kids)","Associate's Degree","No","Yes","No","Idealist","Yes","Yes","Odd hours"
1634,"Democrat","over $150,000","Female","Married (no kids)","Bachelor's Degree","","","No","","No","Yes","Odd hours"
1635,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","","","Yes","","No","",""
1636,"Democrat","$25,001 - $50,000","Female","Domestic Partners (no kids)","Bachelor's Degree","","","","","","",""
1638,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Doctoral Degree","","","No","Pragmatist","Yes","No","Standard hours"
1639,"Republican","under $25,000","Male","Married (no kids)","High School Diploma","No","No","Yes","Pragmatist","Yes","No","Standard hours"
1640,"Democrat","under $25,000","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","Yes","Yes","Standard hours"
1641,"Republican","$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","No","No","Yes","Idealist","Yes","Yes",""
1642,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Master's Degree","","No","No","","No","Yes","Standard hours"
1644,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Master's Degree","","","","","No","",""
1646,"Democrat","","","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","Yes","No","Standard hours"
1647,"Democrat","$75,000 - $100,000","Male","Married (no kids)","Master's Degree","Yes","Yes","No","Pragmatist","No","Yes","Standard hours"
1648,"Republican","$50,000 - $74,999","Male","","Current K-12","","","","","","",""
1650,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Current K-12","No","","No","Pragmatist","","",""
1651,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Pragmatist","No","Yes","Standard hours"
1652,"Republican","over $150,000","Female","Married (w/kids)","","No","No","No","Pragmatist","No","Yes","Standard hours"
1653,"Republican","$100,001 - $150,000","Female","Single (no kids)","Current Undergraduate","Yes","No","","","No","",""
1655,"Democrat","$50,000 - $74,999","Female","Domestic Partners (no kids)","Doctoral Degree","Yes","No","No","Pragmatist","No","Yes","Odd hours"
1656,"Republican","over $150,000","Female","Single (no kids)","Doctoral Degree","Yes","Yes","No","Pragmatist","No","Yes","Standard hours"
1657,"Democrat","$25,001 - $50,000","Female","Married (w/kids)","High School Diploma","No","","No","Pragmatist","Yes","Yes",""
1658,"Republican","over $150,000","Male","Married (w/kids)","Master's Degree","","Yes","","","","",""
1659,"Republican","$50,000 - $74,999","Female","Married (w/kids)","High School Diploma","No","No","No","","No","Yes","Odd hours"
1660,"Democrat","$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","","No",""
1662,"Republican","$50,000 - $74,999","Female","Married (w/kids)","","","Yes","","","Yes","Yes","Standard hours"
1663,"Republican","under $25,000","Male","Single (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","","","Odd hours"
1664,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Current K-12","No","No","Yes","Idealist","No","No","Standard hours"
1665,"Democrat","$100,001 - $150,000","Male","","Current K-12","","","No","","","","Standard hours"
1666,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","Current K-12","","No","Yes","Idealist","","Yes","Standard hours"
1667,"Republican","$75,000 - $100,000","Female","Married (w/kids)","High School Diploma","No","No","No","Pragmatist","No","Yes","Odd hours"
1669,"Republican","$50,000 - $74,999","Female","Single (no kids)","Master's Degree","No","Yes","No","Pragmatist","No","No","Standard hours"
1670,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Current Undergraduate","No","","","","No","Yes","Standard hours"
1672,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Idealist","Yes","No","Standard hours"
1673,"Democrat","$25,001 - $50,000","Male","Domestic Partners (no kids)","Master's Degree","","No","No","Idealist","","Yes","Standard hours"
1674,"Democrat","over $150,000","Male","Married (w/kids)","Bachelor's Degree","Yes","No","No","Idealist","No","",""
1675,"Democrat","over $150,000","Male","Married (no kids)","High School Diploma","Yes","No","Yes","","No","Yes","Standard hours"
1676,"Republican","$50,000 - $74,999","Female","Married (no kids)","","No","No","No","Idealist","Yes","Yes","Standard hours"
1677,"Republican","","Male","","","No","No","No","Idealist","Yes","Yes","Standard hours"
1678,"Republican","$50,000 - $74,999","Male","Married (w/kids)","","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
1679,"Democrat","$50,000 - $74,999","Female","Married (no kids)","Bachelor's Degree","","","","Pragmatist","No","","Odd hours"
1682,"Democrat","","","","","","","No","","No","No","Standard hours"
1685,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","","","No","","","Yes","Odd hours"
1686,"Republican","","Female","Married (w/kids)","","","No","","","Yes","",""
1687,"Republican","over $150,000","Female","Married (w/kids)","Doctoral Degree","No","Yes","Yes","Pragmatist","Yes","Yes","Standard hours"
1690,"Democrat","$75,000 - $100,000","Male","Single (no kids)","","No","No","No","Idealist","No","Yes","Standard hours"
1694,"Democrat","$75,000 - $100,000","Female","Married (w/kids)","Master's Degree","Yes","No","No","Idealist","Yes","Yes","Standard hours"
1695,"Republican","$75,000 - $100,000","Male","Married (w/kids)","High School Diploma","","No","Yes","Pragmatist","","Yes",""
1697,"Democrat","under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","No","No","Pragmatist","No","Yes","Odd hours"
1698,"Democrat","$25,001 - $50,000","Female","Married (no kids)","","Yes","No","No","","No","Yes","Odd hours"
1699,"Republican","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","No","No","Yes","Pragmatist","No","No","Odd hours"
1700,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","No","Yes","Standard hours"
1701,"Democrat","$25,001 - $50,000","Female","Single (no kids)","High School Diploma","Yes","No","No","Idealist","No","No","Standard hours"
1703,"Republican","$50,000 - $74,999","Male","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","No","Yes","Standard hours"
1704,"Democrat","$75,000 - $100,000","Female","Married (no kids)","","Yes","Yes","Yes","Idealist","No","Yes","Odd hours"
1705,"Democrat","over $150,000","Male","Married (no kids)","Master's Degree","Yes","Yes","No","Pragmatist","No","Yes","Odd hours"
1707,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Master's Degree","No","No","No","Pragmatist","Yes","No","Odd hours"
1709,"Democrat","$75,000 - $100,000","Female","Domestic Partners (no kids)","High School Diploma","Yes","No","Yes","Idealist","Yes","Yes","Odd hours"
1710,"Republican","over $150,000","Male","Single (no kids)","Current K-12","No","No","Yes","Idealist","No","Yes","Standard hours"
1712,"Democrat","under $25,000","Male","Single (no kids)","Bachelor's Degree","Yes","No","No","Idealist","No","Yes","Odd hours"
1713,"Republican","","Male","Married (w/kids)","","","No","","","","Yes",""
1714,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Master's Degree","No","No","No","","No","Yes","Standard hours"
1715,"Democrat","under $25,000","Male","Single (no kids)","Current K-12","Yes","No","Yes","","","Yes","Odd hours"
1716,"Republican","$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","No","Yes","No","Pragmatist","Yes","No","Standard hours"
1717,"Democrat","$75,000 - $100,000","Female","Married (no kids)","","","","","","","","Standard hours"
