"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus","Q98197113181","HasIncome","HasGender","HasHouseholdStatus","HasEducationLevel"
897,1996,"Male","over $150,000","Single (no kids)","","No","Yes","","","","","","No","","","","","","","Science","","","","","","","Yes","","","","","","","","","","","","","","","End","","","Circumstances","","","","","","","No","","Tunes","","","","","","Yes","Supportive","No","Mac","","","","","No","","Yes","Online","No","No","","","Yay people!","","","","","","","","No","","","","","","","","","No","Yes","Yes","","No","","No","No","Yes","Yes","","Yes","No","No","over $150,000","Male","Current K-12","Single (no kids)","No",1,1,1,0
902,1948,"Female","under $25,000","Single (no kids)","Master's Degree","No","Yes","No","No","Yes","No","Public","Yes","Yes","No","No","No","Yes","Yes","Art","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","No","Start","Yes","Yes","Me","Yes","Yes","Yes","No","Yes","TMI","No","No","Talk","Technology","Yes","Yes","Yes","Yes","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","Yes","Space","No","Online","No","Yes","Yes","No","Grrr people","Yes","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Own","Pessimist","Dad","No","Yes","Yes","No","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No","under $25,000","Female","Master's Degree","Single (no kids)","WTF",1,1,1,1
907,1964,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","No","Yes","No","No","Yes","No","Public","Yes","Yes","No","Yes","No","No","Yes","Art","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","","","","","","","","","","","No","No","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","No","Yes","Only-child","Yes","No","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Married (no kids)","No",1,1,1,1
912,1993,"Male","under $25,000","Single (no kids)","Current Undergraduate","","Yes","","No","No","No","Private","No","Yes","Yes","Yes","Yes","No","Yes","Science","Try first","No","No","No","Yes","Receiving","No","Yes","Idealist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","No","Start","No","No","Circumstances","Yes","Yes","Yes","No","","","","","","","","No","No","Yes","No","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","No","No","No","No","No","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","under $25,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
914,1996,"Male","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","No","Yes","Public","Yes","No","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Receiving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Nope","No","No","No","Yes","No","Yes","Yes","No","No","Yes","under $25,000","Male","Current K-12","Single (no kids)","No",1,1,1,1
918,NA,"","","Married (w/kids)","","No","Yes","No","Yes","Yes","No","Private","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","No","No","Yes","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","No","Talk","People","Yes","No","Yes","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Rent","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","$25,001 - $50,000","Male","Bachelor's Degree","Married (w/kids)","Yes",0,0,1,0
924,1970,"Male","over $150,000","Married (no kids)","Master's Degree","","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","","","","","","","","","","No","No","Idealist","Yes","No","Cool headed","Standard hours","Yes","Right","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","No","","No","Yes","Yes","TMI","No","Yes","","","No","Yes","Yes","Yes","No","Supportive","No","","","Risk-friendly","No","Yes!","No","Socialize","No","Online","Yes","Yes","","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Rent","","Dad","Yes","Yes","Yes","Yes","Nope","Yes","","","","Yes","No","Yes","Yes","No","Yes","over $150,000","Male","Master's Degree","Married (no kids)","No",1,1,1,1
932,1949,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","No","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Right","No","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","No","No","Mysterious","Yes","Yes","Talk","Technology","Yes","No","No","Yes","Yes","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Space","No","In-person","No","No","No","No","Yay people!","Yes","No","No","No","No","No","No","No","No","No","No","No","Own","Optimist","Mom","No","Yes","No","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","$100,001 - $150,000","Male","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,1
947,1982,"Female","$100,001 - $150,000","Single (no kids)","Doctoral Degree","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","","","Yes","Yes","Science","Try first","","Yes","Yes","No","Giving","Yes","No","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","No","No","Yes","No","Yes","TMI","Yes","","Talk","Technology","No","Yes","Yes","No","No","Supportive","No","PC","Yes","Cautious","","Yes!","No","Space","","Online","No","","","","Grrr people","Yes","Yes","","Yes","No","No","No","","","No","No","No","Own","Pessimist","Mom","No","Yes","","","Nope","Yes","Yes","No","","","No","Yes","","No","Yes","$100,001 - $150,000","Female","Doctoral Degree","Single (no kids)","No",1,1,1,1
948,1994,"Female","$100,001 - $150,000","","High School Diploma","","No","No","No","No","No","Public","","Yes","No","No","Yes","","Yes","Art","","Yes","Yes","No","No","Giving","","No","","","","","","No","Happy","Yes","Yes","","","","Yes","End","Yes","No","Me","Yes","","Yes","Yes","","TMI","Yes","No","","","Yes","","","","","Supportive","No","","No","Risk-friendly","","Yes!","","Socialize","Yes","","Yes","Yes","Yes","Yes","Yay people!","","","","","","","","","No","No","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","No","Check!","No","No","No","No","","","Yes","Yes","Yes","","$100,001 - $150,000","Female","High School Diploma","Married (w/kids)","Yes",1,1,0,1
951,1979,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Idealist","Yes","No","Hot headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","No","End","Yes","No","Me","Yes","Yes","No","Yes","Yes","TMI","Yes","No","Tunes","Technology","No","No","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Umm...","Yes","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","$50,000 - $74,999","Male","Bachelor's Degree","Married (w/kids)","WTF",1,1,1,1
958,1994,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","No","No","Yes","No","No","No","Public","No","","","","","No","Yes","Art","Try first","No","No","No","No","Receiving","No","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","Own","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","$75,000 - $100,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
963,1981,"Male","$75,000 - $100,000","Married (no kids)","High School Diploma","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","No","No","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","No","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","Yes","No","No","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","No","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","No","Socialize","No","Online","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Mom","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","$75,000 - $100,000","Male","High School Diploma","Married (no kids)","No",1,1,1,1
965,1985,"Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Start","Yes","Yes","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Talk","Technology","No","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","Yes","Check!","No","No","No","Yes","No","No","Yes","Yes","No","No","$50,000 - $74,999","Male","Master's Degree","Married (w/kids)","No",1,1,1,1
969,1969,"Male","$75,000 - $100,000","Married (no kids)","Doctoral Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","Talk","People","No","Yes","Yes","Yes","Yes","Supportive","","","Yes","Cautious","Yes","Umm...","Yes","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Rent","Pessimist","Dad","Yes","No","Yes","Yes","Check!","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","$75,000 - $100,000","Male","Doctoral Degree","Married (no kids)","No",1,1,1,1
973,1971,"Male","$50,000 - $74,999","Single (w/kids)","Bachelor's Degree","","Yes","No","Yes","No","Yes","Public","No","Yes","Yes","Yes","Yes","No","Yes","Art","Try first","No","No","Yes","Yes","","Yes","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","No","No","No","","","Yes","Start","No","No","Circumstances","","No","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","","No","Mac","Yes","Cautious","Yes","Yes!","Yes","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","Own","Optimist","","No","No","Yes","Yes","Nope","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Yes","$50,000 - $74,999","Male","Bachelor's Degree","Single (w/kids)","Yes",1,1,1,1
975,1947,"Female","$25,001 - $50,000","Married (no kids)","Master's Degree","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","","Yes","No","No","Yes","Giving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","Yes","Happy","No","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","Yes","No","Yes","No","Yes","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Own","Pessimist","Mom","No","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","$25,001 - $50,000","Female","Master's Degree","Married (no kids)","Yes",1,1,1,1
983,1993,"Male","under $25,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","Yes","No","","Yes","Yes","Yes","Yes","No","TMI","","","Tunes","People","Yes","Yes","Yes","No","No","Demanding","Yes","","","","","","","","","","","","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","","","","","","","","","","No","","","","","","","","","","","","","","","under $25,000","Male","Current Undergraduate","Single (no kids)","Yes",1,1,1,1
1002,1970,"Female","$50,000 - $74,999","Married (w/kids)","High School Diploma","","","","","","","","","","","Yes","Yes","No","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","Yes","Yes","No","No","Own","","","","","","","Check!","Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","$50,000 - $74,999","Female","High School Diploma","Married (w/kids)","No",1,1,1,1
1015,1994,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","No","No","No","No","Yes","Yes","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Try first","Yes","Yes","No","Yes","Receiving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Circumstances","No","No","No","Yes","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","Yes","No","Supportive","Yes","PC","No","Cautious","No","Umm...","No","Space","Yes","","","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Own","Pessimist","Dad","No","No","No","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","Yes","$75,000 - $100,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
1019,1984,"Female","$25,001 - $50,000","Single (no kids)","Doctoral Degree","","","No","Yes","No","No","Public","No","Yes","Yes","Yes","Yes","","Yes","","","","","Yes","No","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","","Start","","","Circumstances","","","","","","TMI","No","No","Talk","People","No","No","Yes","Yes","Yes","Demanding","","Mac","No","Risk-friendly","Yes","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","No","No","No","Yes","No","No","Yes","$25,001 - $50,000","Female","Doctoral Degree","Single (no kids)","No",1,1,1,1
1020,1972,"Female","$75,000 - $100,000","Single (no kids)","Master's Degree","Yes","Yes","Yes","Yes","No","No","Public","Yes","No","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","","","Yes","Start","Yes","Yes","Circumstances","No","Yes","","Yes","Yes","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","No","Yes","","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Grrr people","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Rent","Pessimist","Dad","No","Yes","Yes","","Check!","Yes","","No","","Yes","No","Yes","No","Yes","Yes","$75,000 - $100,000","Female","Master's Degree","Single (no kids)","Yes",1,1,1,1
1029,1960,"Male","$75,000 - $100,000","Single (no kids)","High School Diploma","No","Yes","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","No","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","No","Yes","Mysterious","No","No","Tunes","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","$75,000 - $100,000","Male","High School Diploma","Single (no kids)","WTF",1,1,1,1
1030,1985,"Male","over $150,000","Married (w/kids)","Doctoral Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","No","Receiving","No","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","No","Start","No","Yes","Me","Yes","Yes","No","Yes","Yes","Mysterious","Yes","No","Talk","People","No","No","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","over $150,000","Male","Doctoral Degree","Married (w/kids)","No",1,1,1,1
1032,1971,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","","No","No","Yes","No","No","Public","No","No","No","Yes","No","No","Yes","Science","Try first","Yes","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","No","End","Yes","Yes","Me","No","Yes","No","Yes","Yes","TMI","Yes","No","Talk","Technology","No","Yes","No","Yes","No","Supportive","Yes","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","Yes","Yes","No","Yes","Yay people!","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","$100,001 - $150,000","Male","Bachelor's Degree","Married (w/kids)","No",1,1,1,1
